P -2278.4460, 2516.3015, -0.7192,  240, 0, 0,  2,  103_Market_Street
P -2066.2910, 2335.7839, -0.7191,  240, 0, 0,  2,  102_Market_Street
P -2594.8008, 2672.7893, 79.2808,  240, 0, 0,  2,  101_Market_Heights
P -2439.2661, 1977.6475, 91.4678,  240, 0, 0,  2,  102_Market_Heights
P -1941.4720, 1614.2267, 59.2808,  240, 0, 0,  2,  103_Market_Heights
P -1333.5900, 2092.5918, -30.7191,  240, 240, 0,  2,  101_Brimming_Way
P -976.8750, 1141.7693, 37.2808,  240, 240, 0,  2,  102_Brimming_Way
P -744.1232, 1525.4821, -0.4420,  240, 240, 0,  2,  113_Brimming_Way
P -767.6603, 1465.3282, -0.7181,  240, 240, 0,  2,  112_Brimming_Way
P -811.3011, 1069.6427, -0.7192,  240, 240, 0,  2,  103_Brimming_Way
P -808.0530, 746.2789, -0.7192,  240, 240, 0,  2,  104_Brimming_Way
P -717.3579, 588.5695, -0.7192,  240, 240, 0,  2,  105_Brimming_Way
P -653.0204, 396.9148, -0.7192,  240, 240, 0,  2,  106_Brimming_Way
P -407.2384, 134.4876, -0.7192,  240, 240, 0,  2,  108_Brimming_Way
P -373.5533, -181.1521, 148.7524,  240, 240, 0,  2,  107_Brimming_Way
P 19.3747, 364.8389, 109.2808,  240, 240, 0,  2,  105_Brimming_Heights
P 230.4372, 448.0747, 109.2808,  240, 240, 0,  2,  106_Brimming_Heights
P 199.7197, 704.0549, 109.2808,  240, 240, 0,  2,  107_Brimming_Heights
P 199.3788, 796.1068, 109.2808,  240, 240, 0,  2,  108_Brimming_Heights
P -133.5323, 680.7959, 59.2808,  240, 240, 0,  2,  104_Brimming_Heights
P -169.9036, 906.9675, 59.2808,  240, 240, 0,  2,  103_Brimming_Heights
P -315.5121, 1088.8314, 59.2808,  240, 240, 0,  2,  102_Brimming_Heights
P -383.0265, 856.3073, -0.7192,  240, 240, 0,  2,  111_Brimming_Way
P -317.4180, 567.6161, -0.7192,  240, 240, 0,  2,  110_Brimming_Way
P -281.8944, 372.7410, -0.7192,  240, 240, 0,  2,  109_Brimming_Way
P -340.0392, 1405.7421, 109.2808,  240, 240, 0,  2,  101_Brimming_Heights
P -1702.0709, 968.7971, -40.7191,  240, 240, 240,  2,  101_Vanward_Street
P -1907.6068, 997.1300, -40.7191,  240, 240, 240,  2,  103_Vanward_Street
P -2098.2473, 952.2266, -40.7191,  240, 240, 240,  2,  104_Vanward_Street
P -2294.8914, 1064.8765, -40.7191,  240, 240, 240,  2,  105_Vanward_Street
P -1695.6504, 826.7499, -40.7191,  240, 240, 240,  2,  102_Vanward_Street
P -1805.0988, 449.7058, -40.7191,  240, 240, 240,  2,  108_Vanward_Street
P -2106.3584, 786.2177, -40.7191,  240, 240, 240,  2,  106_Vanward_Street
P -2166.1572, 557.5119, -40.7191,  240, 240, 240,  2,  107_Vanward_Street
P -2169.8955, 349.3191, -40.7191,  240, 240, 240,  2,  109_Vanward_Street
P -2168.9990, 129.6770, -40.7191,  240, 240, 240,  2,  111_Vanward_Street
P -2066.1555, -49.2839, -40.7191,  240, 240, 240,  2,  113_Vanward_Street
P -2112.5310, 244.2041, -40.7191,  240, 240, 240,  2,  112_Vanward_Street
P -2105.3950, 452.4252, -40.6241,  240, 240, 240,  2,  110_Vanward_Street
P -1833.6670, 225.0966, -40.7191,  240, 240, 240,  2,  114_Vanward_Street
P -1647.9744, 185.3825, -40.7191,  240, 240, 240,  2,  116_Vanward_Street
P -1371.8246, 205.6413, 59.2808,  240, 240, 240,  2,  101_Vanward_Heights
P -1829.6757, -1244.1840, 59.2840,  0, 127, 0,  2,  101_Park_Circle
P -2006.6290, -1184.7107, 59.2808,  0, 127, 0,  2,  102_Park_Circle
P -2173.2722, -1173.6250, 59.2808,  0, 127, 0,  2,  103_Park_Circle
P -2155.2988, -1361.1489, 59.2808,  0, 127, 0,  2,  104_Park_Circle
P -2044.9290, -1504.6055, 59.2782,  0, 127, 0,  2,  105_Park_Circle
P -1867.5605, -1542.5540, 59.2808,  0, 127, 0,  2,  106_Park_Circle
P -1668.4822, -1535.3516, 59.2808,  0, 127, 0,  2,  107_Park_Circle
P -1475.4103, -1533.2911, 59.2808,  0, 127, 0,  2,  108_Park_Circle
P -1960.4226, -2520.8103, 31.2808,  127, 0, 0,  2,  105_Guild_Way
P -1817.7808, -2703.6960, 31.2808,  127, 0, 0,  2,  104_Guild_Way
P -2104.2695, -2905.3848, 31.2808,  127, 0, 0,  2,  101_Guild_Way
P -1840.1138, -2894.6731, 31.2808,  127, 0, 0,  2,  102_Guild_Way
P -1614.2877, -2847.0059, 31.2808,  127, 0, 0,  2,  103_Guild_Way
P -348.6554, -2876.6704, -70.7190,  0, 240, 240,  2,  101_Terminus_Street
P -126.7542, -2876.7976, -70.6149,  0, 240, 240,  2,  102_Terminus_Street
P 106.8357, -2877.1160, -70.9315,  0, 240, 240,  2,  103_Terminus_Street
P 394.4580, -2886.0132, -100.7191,  0, 240, 240,  2,  104_Terminus_Street
P 596.4195, -3097.0845, -1.7192,  0, 240, 240,  2,  106_Terminus_Heights
P 385.4613, -2806.0129, -100.7191,  0, 240, 240,  2,  105_Terminus_Street
P 188.8497, -2479.4539, -101.6363,  0, 240, 240,  2,  107_Terminus_Street
P 119.4014, -1343.8983, 64.2808,  255, 0, 255,  2,  Betwixt_Avenue
P 15.5977, -1321.6256, 64.2808,  255, 0, 255,  2,  104_Betwixt_Avenue
P 139.3927, -962.2200, 64.2808,  255, 0, 255,  2,  102_Betwixt_Avenue
P 485.5645, -782.3581, 91.2808,  255, 0, 255,  2,  107_Betwixt_Avenue
P 490.5332, -1040.7302, 91.2808,  255, 0, 255,  2,  106_Betwixt_Avenue
P 486.7040, -1300.8185, 91.2808,  255, 0, 255,  2,  105_Betwixt_Avenue
P -112.3914, -853.7911, 44.2808,  255, 0, 255,  2,  101_Betwixt_Avenue
